theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-11,3.3700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-11,3.4200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-10,3.4400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-10,3.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-09,3.6100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-09,3.6400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-08,3.8000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-08,3.8000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-07,4.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-07,4.1400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-06,4.3000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-06,4.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-05,4.5200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-05,4.7500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-04,4.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-04,4.8000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-03,4.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-03,4.9100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-02,4.8500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-02,5.0400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-08-01,4.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-08-01,5.3000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-31,5.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-31,5.3600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-30,5.3100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-30,5.3600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-29,5.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-29,5.5500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-28,5.6500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-28,5.8200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-27,5.7700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-27,5.9600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-26,5.9500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-26,6.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-25,6.0500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-25,6.4300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-24,6.3500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-24,6.5500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-23,6.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-23,6.5900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-22,6.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-22,6.6100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-21,6.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-21,6.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-20,6.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-20,6.6800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-19,6.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-19,6.7500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-18,6.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-18,6.3800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-17,6.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-17,6.2600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-16,6.5700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-16,6.3400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-15,6.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-15,6.3700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-14,6.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-14,6.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-13,6.3700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-13,6.3400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-12,6.2000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-12,6.1500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-11,6.0700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-11,6.2100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-10,6.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-10,6.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-09,5.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-09,5.9200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-08,5.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-08,5.5800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-07,5.2800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-07,5.2600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-06,5.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-06,5.2400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-05,5.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-05,5.1800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-04,4.8700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-04,4.9200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-03,4.8400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-03,5.1100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-02,4.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-02,5.2700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-07-01,5.1700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-07-01,5.4300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-30,5.2100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-30,5.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-29,5.4300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-29,5.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-28,5.5800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-28,5.6700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-27,5.7500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-27,5.9000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-26,5.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-26,5.7700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-25,5.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-25,5.7200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-24,5.5600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-24,5.7000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-23,5.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-23,5.6400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-22,5.3600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-22,5.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-21,5.2800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-21,5.4100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-20,5.1300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-20,5.2000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-19,4.9600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-19,5.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-18,4.6500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-18,4.8000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-17,4.3600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-17,4.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-16,4.2000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-16,4.4000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-15,4.0400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-15,4.2900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-14,3.8800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-14,4.2200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-13,3.6800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-13,4.0600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-12,3.5200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-12,3.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-11,3.4200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-11,3.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-10,3.3400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-10,3.6400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-09,3.2200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-09,3.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-08,3.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-08,3.5100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-07,3.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-07,3.4100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-06,2.9600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-06,3.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-05,2.9500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-05,3.5900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-04,2.9100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-04,3.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-03,2.9100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-03,3.4000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-02,2.7700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-02,3.1900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-06-01,2.7900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-06-01,3.1800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-31,2.7500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-31,3.1500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-30,2.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-30,3.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-29,2.7400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-29,2.9000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-28,2.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-28,2.9100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-27,2.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-27,2.9000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-26,2.9400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-26,3.0800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-25,2.9400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-25,3.1600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-24,3.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-24,3.2000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-23,3.0600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-23,3.3200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-22,3.2200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-22,3.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-21,3.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-21,3.5100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-20,3.4400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-20,3.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-19,3.4600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-19,3.6300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-18,3.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-18,3.6500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-17,3.6000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-17,3.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-16,3.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-16,3.9100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-15,3.7500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-15,4.0600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-14,3.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-14,4.1900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-13,3.8900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-13,4.3400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-12,3.8600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-12,4.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-11,3.9300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-11,4.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-10,4.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-10,4.4200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,f,all,default,2024,2024-05-09,4.2500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,m,all,default,2024,2024-05-09,4.3400,False
